order_id,order_status,order_purchase_timestamp,order_item_count,payment_record_count,item_value,freight_value,item_plus_freight,payment_value,difference_value,difference_cents
5b4e981913377d776f83cb4ffd82ad31,delivered,2017-11-07 20:42:40,1,1,29.9,11.85,41.75,44.67,2.92,292
7e4ac7e51f277ac8bd918f82063b20d8,delivered,2017-06-14 14:26:11,1,1,45.9,16.11,62.01,64.89,2.88,288
14bceeaef362188c60dedfe65e428001,delivered,2017-04-02 00:14:56,1,1,19.99,14.52,34.51,37.33,2.82,282
4b3176150cda3ef1348ba91dfb6c7b32,delivered,2017-11-14 08:28:59,1,1,31.9,14.1,46.0,48.67,2.67,267
3993ec583d077dd338c870d8b1f8d213,delivered,2018-04-03 21:07:26,1,1,37.95,7.87,45.82,48.46,2.64,264
6cff0c3dacf64bb7cb2ad584b81b7d0d,delivered,2018-08-26 11:01:05,1,1,25.99,7.44,33.43,30.83,-2.6,-260
bd1a75149b4f3c4c2810386211835917,delivered,2017-11-30 09:36:34,1,1,31.9,12.48,44.38,46.95,2.57,257
67e09c3ba79d3041e1653c7dbf03425f,delivered,2018-01-30 16:11:21,1,1,21.99,15.1,37.09,39.62,2.53,253
e73fe43cdcd166f7f0c6e3c2bf11a917,delivered,2018-08-09 18:06:43,1,1,49.9,9.1,59.0,56.5,-2.5,-250
90d589e42b7249c447d31594bd992684,delivered,2018-02-20 15:46:22,1,1,45.36,8.72,54.08,56.57,2.49,249
99e5f0c685ca94e5a1c7134b1898bb1a,delivered,2018-08-08 01:17:42,1,1,29.0,7.46,36.46,38.94,2.48,248
21ca56b276a6b8d082a1261f33786085,delivered,2017-12-13 15:11:03,1,2,49.9,14.1,64.0,66.46,2.46,246
94d1193f2a0ae739f23399b913bd577c,delivered,2017-05-06 14:38:38,1,1,19.9,13.37,33.27,35.59,2.32,232
65320cb291f4cacd8b0114a29eafa4c7,delivered,2017-05-24 18:39:05,1,1,23.9,8.72,32.62,34.89,2.27,227
8b5058499c412c6cf8d013de40e4f9d2,delivered,2018-05-03 21:35:33,1,1,29.45,19.32,48.77,51.02,2.25,225
5ac0d2c1229ba07ea5cd990360b21e34,delivered,2017-02-23 20:22:33,1,1,39.9,8.72,48.62,50.86,2.24,224
aad7d7dacb681055d348e02842f0590b,delivered,2018-02-11 20:24:37,1,1,17.5,15.1,32.6,34.82,2.22,222
12619b9be5cc3665b3f36f1e4b4d0ffa,delivered,2017-04-13 17:14:04,1,1,19.99,17.78,37.77,39.95,2.18,218
fdb034f444a32838124d8907e443d249,delivered,2018-01-29 14:27:38,1,1,18.9,12.48,31.38,33.56,2.18,218
b153668d9576aeae5c424bf7b125eea2,delivered,2018-08-08 23:03:48,1,1,26.88,19.38,46.26,48.4,2.14,214
164a6c920f4a6f51223792333af13e24,delivered,2018-01-13 01:18:04,1,1,44.9,16.11,61.01,63.12,2.11,211
3f319eb09e31aa1ea2a4079bdd655c62,delivered,2018-04-03 22:21:12,1,1,36.3,7.39,43.69,45.71,2.02,202
01e51b7c3025655646143d09b911e1d7,delivered,2018-01-14 09:41:25,1,1,19.0,14.1,33.1,35.02,1.92,192
91fbb4bf79cbb5c19eb018248c0fe683,delivered,2017-08-14 22:31:03,1,2,94.9,14.39,109.29,111.19,1.9,190
c14323552816050d396da49c9f23ae1e,delivered,2017-11-26 10:24:33,1,1,16.8,15.1,31.9,33.75,1.85,185
f1c86b9191896bcf9077ec22b6248153,delivered,2018-03-29 20:32:06,2,2,25.34,30.46,55.8,57.6,1.8,180
d9257c8e34393415a403600f6289fbc4,delivered,2017-06-29 15:54:58,1,1,22.68,15.1,37.78,39.52,1.74,174
6aaedd714ad6929fc4df8d51bd4cfe9a,delivered,2017-02-08 22:58:15,1,2,46.8,14.52,61.32,62.99,1.67,167
c235e3fbe42d171c9177e6664107170d,delivered,2017-07-02 19:13:26,1,1,12.5,7.78,20.28,21.94,1.66,166
6fa0c125ee7d870f6602c97e33d87bc5,delivered,2018-08-09 19:32:42,1,1,31.99,15.32,47.31,45.71,-1.6,-160
ec3921c711c656d036c7316503867f69,delivered,2017-02-28 19:50:36,1,1,19.99,14.52,34.51,36.1,1.59,159
8ccbe46ffeae4720eba99d2d2de07542,delivered,2017-06-06 15:19:21,1,2,16.9,11.85,28.75,30.3,1.55,155
66b04218fe3a0af6ca54d243ecfb3737,delivered,2018-02-03 21:44:23,1,1,27.9,16.79,44.69,46.24,1.55,155
596b168ac4fd56e69b35087afaa8ae59,delivered,2018-06-01 15:51:55,1,1,14.6,15.23,29.83,31.21,1.38,138
5af817dcc7682f13101dbdef134be4e0,delivered,2018-01-24 11:10:09,1,2,29.99,14.1,44.09,45.42,1.33,133
57a82955454fb2a9a18633d841ac480d,delivered,2017-10-13 10:47:11,1,1,12.99,9.34,22.33,23.62,1.29,129
c253cb678b5c3b8e8c9a13fc97d8e7f5,delivered,2017-02-06 14:31:27,1,1,14.9,20.8,35.7,36.94,1.24,124
aa962f90c14940f2df3c6184f35a2184,delivered,2018-04-27 11:06:10,1,1,21.15,14.44,35.59,36.82,1.23,123
bcb9cb204fb7137dcb5dc3fdb94f11e5,delivered,2017-07-17 19:27:39,1,1,21.5,7.78,29.28,30.29,1.01,101
882634702ad671a4a28319adef8f058b,delivered,2018-08-26 22:41:03,1,1,9.99,7.39,17.38,16.38,-1.0,-100
9e98692197ace8ec15c6db45b5bfd9bf,delivered,2017-11-25 20:35:35,1,1,19.99,7.78,27.77,28.73,0.96,96
f090de1b2ed9f4e251662cb31e3c7127,shipped,2017-02-22 10:10:52,1,1,15.75,10.96,26.71,27.63,0.92,92
05d5a67b06f86425711075939a164657,delivered,2017-10-24 09:17:09,1,1,9.99,7.78,17.77,18.38,0.61,61
6508f1528c3648c8a9f751e811520269,delivered,2018-01-31 11:43:08,1,2,35.0,15.1,50.1,50.7,0.6,60
3ff25314bbe9dc1ec7c983499bdff8f2,delivered,2017-09-20 22:31:37,2,2,76.8,33.58,110.38,110.97,0.59,59
af9f47d85cb6d0717a873ddb331a1b6b,delivered,2018-04-05 22:42:35,1,2,27.99,19.04,47.03,47.4,0.37,37
2240d9349c55949c40dbfcc98ece280c,delivered,2017-05-02 01:48:16,1,2,69.9,24.69,94.59,94.95,0.36,36
e393acae9e64be5b2a7d48ef2ae87710,delivered,2018-03-16 13:38:33,1,2,39.99,7.39,47.38,47.73,0.35,35
b38b3526b8b8fdc807e8a0a42ab78573,delivered,2018-08-17 09:46:01,1,2,22.32,7.74,30.06,30.19,0.13,13
8272b63d03f5f79c56e9e4120aec44ef,delivered,2017-07-16 18:19:25,21,1,31.8,164.37,196.17,196.11,-0.06,-6
04993613aee4046caf92ea17b316dcfb,delivered,2018-01-30 08:46:12,8,1,440.0,84.32,524.32,524.28,-0.04,-4
090ece27665c1cc89eda287f8e834e11,delivered,2017-10-30 18:25:17,6,1,69.84,11.88,81.72,81.69,-0.03,-3
69840aae60642aee7093192b37961c08,delivered,2018-07-05 00:58:05,6,1,1800.0,172.0,1972.0,1972.03,0.03,3
9bdf94af058f959fbc09c3ea1eb32465,delivered,2018-04-19 11:17:55,7,1,172.14,55.52,227.66,227.63,-0.03,-3
3e073b27114fe955e184db124d34a566,delivered,2018-08-07 16:35:35,6,1,1020.0,27.96,1047.96,1047.99,0.03,3
d573cf2d2bd145e4bc855132a6c815af,delivered,2017-11-03 09:55:35,6,1,935.94,26.4,962.34,962.31,-0.03,-3
612d140e314dab491efb33ec8219c2ee,delivered,2017-10-18 13:34:48,8,1,129.38,94.76,224.14,224.17,0.03,3
62ce4e3989a3477928510bb4d1064cc4,delivered,2018-07-19 01:35:59,6,1,229.7,46.62,276.32,276.34,0.02,2
5b7906a5a90957b0020ae90b2d7caf1b,delivered,2017-12-06 17:02:24,5,1,59.95,70.48,130.43,130.45,0.02,2
0693ed674763a4fc34e2c763c7fd25c2,delivered,2017-07-03 23:28:14,4,1,576.56,66.08,642.64,642.62,-0.02,-2
674eb13687ba86abeaee12ece9ce0309,delivered,2018-08-13 12:13:40,6,1,127.0,21.0,148.0,147.98,-0.02,-2
87440e08790d85796f5b8bc9f5ed2707,delivered,2018-07-26 09:43:52,4,1,285.8,76.56,362.36,362.38,0.02,2
8adafb3466daa5395694d3a906ff9d40,delivered,2017-01-25 15:47:27,6,1,168.0,50.02,218.02,218.0,-0.02,-2
7f2c22c54cbae55091a09a9653fd2b8a,delivered,2018-03-10 10:53:51,11,1,773.5,274.79,1048.29,1048.31,0.02,2
848b0561d4bc26f57b288a5004f38683,delivered,2017-11-27 19:06:12,8,1,452.98,151.88,604.86,604.84,-0.02,-2
778d6f8f92b218606a82dc5d2f5221e2,delivered,2017-11-25 12:02:42,4,1,399.6,68.8,468.4,468.42,0.02,2
76e1398ff6f5ed6b681d270df349e3f8,delivered,2018-02-13 16:53:29,5,1,249.5,87.98,337.48,337.5,0.02,2
7b598857cddf46a156640f69f70a6e6d,delivered,2018-07-25 01:12:50,7,1,541.0,200.31,741.31,741.33,0.02,2
7d68f1da2ad6d6fa877e000788daf541,delivered,2018-07-04 14:45:47,4,1,189.98,101.52,291.5,291.52,0.02,2
71dab1155600756af6de79de92e712e3,delivered,2018-02-01 18:32:02,11,1,1361.89,626.64,1988.53,1988.55,0.02,2
6ecf7023e8dd4ec8b08746c35b9fcb60,delivered,2017-11-24 14:22:48,4,1,99.78,64.08,163.86,163.88,0.02,2
637617b3ffe9e2f7a2411243829226d0,delivered,2018-04-17 21:08:59,12,1,958.8,288.15,1246.95,1246.97,0.02,2
8fbcb92faf1aa60361f61ed7ae721a7e,delivered,2017-12-23 19:22:18,5,1,63.5,76.53,140.03,140.01,-0.02,-2
94dcbb5ca9d603177841a40f3d630483,delivered,2018-07-04 17:41:00,4,1,245.3,57.52,302.82,302.8,-0.02,-2
8fc11d5503f6e2b6e15242e0365633e4,delivered,2018-02-27 16:42:09,6,1,571.2,25.98,597.18,597.2,0.02,2
8dd554aaa8e7d61ddde56ba4189c780f,delivered,2018-01-30 09:51:29,7,1,191.39,115.82,307.21,307.23,0.02,2
98ffd20f7510aafde026fc41c46876b1,delivered,2018-04-06 11:46:03,4,1,444.0,98.96,542.96,542.98,0.02,2
37311087440803cc1960343121d1de26,delivered,2018-03-19 16:39:27,6,1,249.95,76.86,326.81,326.79,-0.02,-2
363524b17966c3a64696d5a68c5f4d34,delivered,2018-05-10 22:19:03,5,1,213.5,62.63,276.13,276.11,-0.02,-2
38fa147f3463d7751cb8a2b2455d628c,delivered,2017-04-24 20:30:12,4,1,120.0,54.04,174.04,174.02,-0.02,-2
4b8790aad555862909b489f99383b16c,delivered,2018-04-24 17:06:54,4,1,459.84,334.64,794.48,794.46,-0.02,-2
2edcf6adbf3719366560d6863cb28799,delivered,2018-05-07 17:35:43,4,1,860.0,103.36,963.36,963.34,-0.02,-2
cc460ac4435835dfdda5526dfe84f01f,delivered,2017-04-25 10:10:12,6,1,185.4,52.34,237.74,237.72,-0.02,-2
bb2e64c3040ceb9b7ca2bfc602adca08,delivered,2017-11-03 11:29:00,4,1,248.0,9.36,257.36,257.34,-0.02,-2
ba21298fdb05dad91b7b31f4b3b17364,delivered,2018-02-14 14:20:19,6,1,359.4,16.98,376.38,376.4,0.02,2
dc3adcf742779e0c8eb5bd587ed4ec57,delivered,2017-11-25 12:14:42,7,1,635.38,92.18,727.56,727.58,0.02,2
e0f7f2941ad3a817c0cdb8f90b13f0f3,delivered,2017-11-23 09:57:47,6,1,239.4,16.98,256.38,256.4,0.02,2
df13cbaf3230c62a4b582317936e8a39,delivered,2018-07-08 11:25:34,7,1,205.52,91.52,297.04,297.02,-0.02,-2
e09dd765041e9934d762d51ccb26adee,delivered,2017-01-21 06:58:31,6,1,59.4,50.02,109.42,109.4,-0.02,-2
1ae8a88bf94d02224f932e18297baa64,delivered,2018-02-19 16:49:20,5,1,424.0,213.09,637.09,637.11,0.02,2
1c437b4d4326d36b71e91dd7a7c2c4f6,delivered,2018-04-10 10:03:12,7,1,129.3,134.13,263.43,263.45,0.02,2
1cb61aaa63135f552055cf1932adf3be,delivered,2018-04-25 21:06:51,4,1,215.6,78.04,293.64,293.66,0.02,2
1daecbe2a13ab0881c418e978f1e08c1,delivered,2017-10-18 12:36:56,6,1,194.5,46.69,241.19,241.17,-0.02,-2
